,genes,in_group_fraction,out_group_fraction,in_out_group_ratio,in_group_mean_exp,out_group_mean_exp,fold_change,pvals_adj,target_dmain,neighbors
363,COPS9,1.0,0.9565217391304348,1.0454545454545454,2.1366569995880127,1.607128381729126,1.6981316804885864,0.0047732278491814766,1.0,[8]
184,ELOB,1.0,0.9956521739130435,1.0043668122270741,2.61865234375,2.063041925430298,1.743004560470581,1.1359629205500264e-05,1.0,[8]
376,RPL18,1.0,0.9739130434782609,1.0267857142857142,2.244100332260132,1.7538108825683594,1.6327887773513794,0.006140178723585083,1.0,[8]
16,MT-ND3,1.0,0.9173913043478261,1.0900473933649288,3.394706964492798,1.426087498664856,7.160783767700195,5.842862301575598e-26,1.0,[8]
378,NDUFB8,1.0,0.991304347826087,1.0087719298245614,2.341996669769287,1.838291049003601,1.6548420190811157,0.006347780888435588,1.0,[8]
26,DBI,1.0,0.9956521739130435,1.0043668122270741,3.528083562850952,2.3636765480041504,3.204022169113159,3.974634008414575e-21,1.0,[8]
49,GPR37L1,1.0,0.9260869565217391,1.07981220657277,2.64955735206604,1.4376970529556274,3.3597288131713867,1.3973632161696163e-14,1.0,[8]
381,RPL12,1.0,0.8956521739130435,1.116504854368932,1.8322641849517822,1.298154592514038,1.7059285640716553,0.006580517188888291,1.0,[8]
47,RGS8,1.0,0.9608695652173913,1.0407239819004526,2.692453622817993,1.4981448650360107,3.3012750148773193,7.066288730858825e-15,1.0,[8]
259,RPS20,1.0,0.9782608695652174,1.0222222222222221,2.438054084777832,1.8772002458572388,1.7521679401397705,0.00023323340197030346,1.0,[8]
25,SPARCL1,1.0,0.9652173913043478,1.0360360360360361,3.240619421005249,1.8660597801208496,3.9533352851867676,9.41002887164075e-22,1.0,[8]
384,NDUFA2,1.0,0.9869565217391304,1.013215859030837,2.2685911655426025,1.8179326057434082,1.569345235824585,0.006834026280331505,1.0,[8]
17,GNG13,1.0,0.9869565217391304,1.013215859030837,3.6396732330322266,2.067192792892456,4.818585395812988,9.088614819481519e-26,1.0,[8]
13,MT-ND1,1.0,0.991304347826087,1.0087719298245614,4.506715297698975,2.397844076156616,8.238935470581055,9.169720316052409e-27,1.0,[8]
42,TMSB4X,1.0,0.9869565217391304,1.013215859030837,3.3232133388519287,2.2548084259033203,2.9107327461242676,9.651347646116062e-16,1.0,[8]
251,ATP5A1,1.0,0.991304347826087,1.0087719298245614,2.9528391361236572,2.3762993812561035,1.7798690795898438,0.000175128628729524,1.0,[8]
18,ITPR1,1.0,0.9173913043478261,1.0900473933649288,3.545954465866089,1.5855305194854736,7.102336883544922,1.7547108571468398e-24,1.0,[8]
233,NDUFA3,1.0,0.9434782608695652,1.0599078341013826,2.210587978363037,1.6128515005111694,1.8179991245269775,9.003009171399694e-05,1.0,[8]
39,CALB1,1.0,0.9,1.1111111111111112,3.122209072113037,1.5139371156692505,4.994174003601074,2.04894443848854e-17,1.0,[8]
22,RPS29,1.0,0.9652173913043478,1.0360360360360361,3.0001237392425537,1.7515095472335815,3.485509157180786,1.276331702652889e-22,1.0,[8]
23,SPARC,1.0,0.9782608695652174,1.0222222222222221,2.739767074584961,1.5988656282424927,3.1295881271362305,2.190574310903723e-22,1.0,[8]
36,NSG1,1.0,0.9652173913043478,1.0360360360360361,2.990393877029419,1.6589316129684448,3.786576509475708,2.972823683381136e-18,1.0,[8]
54,RPS21,1.0,0.9956521739130435,1.0043668122270741,3.0601303577423096,2.322350263595581,2.0912880897521973,9.564063666875608e-14,1.0,[8]
35,CAR8,1.0,0.8782608695652174,1.1386138613861385,3.2548184394836426,1.5171847343444824,5.683877468109131,1.8466175685912802e-18,1.0,[8]
12,GPM6B,1.0,0.9043478260869565,1.1057692307692308,2.82688570022583,1.3609719276428223,4.331499099731445,9.079479968670405e-27,1.0,[8]
7,MT-ND4,1.0,0.9956521739130435,1.0043668122270741,4.921929359436035,2.713693141937256,9.099652290344238,6.270775196711419e-32,1.0,[8]
72,RPL39,1.0,0.9521739130434783,1.050228310502283,2.336839199066162,1.5524520874023438,2.191063642501831,1.4646274816014434e-11,1.0,[8]
71,SLC1A2,1.0,0.9521739130434783,1.050228310502283,2.269660472869873,1.4285420179367065,2.3189592361450195,9.002898567223636e-12,1.0,[8]
69,RPL41,1.0,0.9956521739130435,1.0043668122270741,3.050273895263672,2.3610055446624756,1.9922572374343872,8.27980013487978e-12,1.0,[8]
29,SLC1A3,1.0,0.8869565217391304,1.1274509803921569,2.8724098205566406,1.2543867826461792,5.043110370635986,3.0501390479157946e-20,1.0,[8]
30,PCP4,1.0,0.991304347826087,1.0087719298245614,4.061400413513184,2.2943811416625977,5.853379249572754,3.641891514692158e-20,1.0,[8]
65,YWHAH,1.0,0.991304347826087,1.0087719298245614,3.319866180419922,2.188037872314453,3.101321220397949,5.3106047724096645e-12,1.0,[8]
64,2900097C17RIK,1.0,0.9,1.1111111111111112,2.276801109313965,1.3916661739349365,2.423311233520508,4.98396398556504e-12,1.0,[8]
63,ATP5E,1.0,0.9956521739130435,1.0043668122270741,3.0385024547576904,2.285346746444702,2.1236913204193115,4.5471898432339934e-12,1.0,[8]
8,MT-ND2,1.0,0.991304347826087,1.0087719298245614,4.487390995025635,2.327712059020996,8.668354034423828,6.627137229291687e-31,1.0,[8]
449,BSG,1.0,0.991304347826087,1.0087719298245614,2.6840474605560303,2.253060817718506,1.538775086402893,0.016876104744630537,1.0,[8]
59,PCSK1N,1.0,0.9826086956521739,1.0176991150442478,2.8677048683166504,2.070364475250244,2.2196297645568848,1.8634567818860883e-12,1.0,[8]
58,NDRG4,1.0,0.9782608695652174,1.0222222222222221,2.7943902015686035,1.874477505683899,2.509071111679077,1.8353133919683963e-12,1.0,[8]
27,ATP1A3,1.0,0.9521739130434783,1.050228310502283,2.618401288986206,1.524674892425537,2.9853780269622803,1.9041631898771076e-20,1.0,[8]
11,MT-CO2,1.0,0.9956521739130435,1.0043668122270741,5.288291931152344,3.006545066833496,9.793773651123047,2.658842171421053e-28,1.0,[8]
401,RPL18A,1.0,0.9739130434782609,1.0267857142857142,2.3817617893218994,1.9109994173049927,1.6012145280838013,0.00933488264275421,1.0,[8]
471,SNRPN,0.9973404255319149,0.991304347826087,1.006089025755879,2.583388566970825,2.132833480834961,1.5691828727722168,0.020436567645534705,1.0,[8]
24,SLC6A1,0.9973404255319149,0.8260869565217391,1.207306830907055,2.250671863555908,1.0087076425552368,3.4624078273773193,6.340435813153544e-22,1.0,[8]
144,TSPAN3,0.9973404255319149,0.8956521739130435,1.1135354265647592,2.1335289478302,1.3255479335784912,2.2433741092681885,7.180281891071735e-07,1.0,[8]
572,SNCB,0.9973404255319149,0.9478260869565217,1.0522398984969745,2.02850079536438,1.6165144443511963,1.5098137855529785,0.04536464370124961,1.0,[8]
474,UQCC2,0.9973404255319149,0.9565217391304348,1.042674081237911,2.085095167160034,1.6415973901748657,1.5581477880477905,0.0213652893397188,1.0,[8]
